date,away_team,home_team,away_score,home_score,away_ml,home_ml,open_spread,close_spread,open_total,close_total,season
2010-09-13,SanDiego,KansasCity,14,21,-220,180,5.5,4.0,45.0,45.5,2010-11
2010-09-19,KansasCity,Cleveland,16,14,150,-170,2.5,3.0,38.5,38.0,2010-11
2010-09-19,Buffalo,GreenBay,7,34,490,-680,13.5,13.0,43.5,43.0,2010-11
2010-09-19,Baltimore,Cincinnati,10,15,-140,120,1.0,3.0,38.5,39.5,2010-11
2010-09-19,Pittsburgh,Tennessee,19,11,220,-260,6.0,6.0,38.5,37.0,2010-11
2010-09-19,Philadelphia,Detroit,35,32,-290,245,3.0,6.5,41.0,41.0,2010-11
2010-09-19,Chicago,Dallas,27,20,290,-350,9.0,7.0,41.0,41.5,2010-11
2010-09-19,TampaBay,Carolina,20,7,175,-210,3.5,4.0,39.0,37.5,2010-11
2010-09-19,Arizona,Atlanta,7,41,250,-300,7.0,7.0,41.5,43.5,2010-11
2010-09-19,Miami,Minnesota,14,10,210,-250,5.5,6.0,41.0,41.0,2010-11
2010-09-19,St.Louis,Oakland,14,16,155,-175,3.5,3.0,38.5,37.5,2010-11
2010-09-19,Seattle,Denver,14,31,160,-180,3.0,3.5,39.5,41.0,2010-11
2010-09-19,Houston,Washington,30,27,-135,115,3.0,3.0,44.5,42.5,2010-11
2010-09-19,Jacksonville,SanDiego,13,38,255,-310,9.0,7.0,45.5,45.0,2010-11
2010-09-19,NewEngland,NYJets,14,28,-155,135,1.0,3.0,39.0,39.5,2010-11
2010-09-19,NYGiants,Indianapolis,14,38,190,-230,5.5,4.0,47.5,48.0,2010-11
2010-09-20,NewOrleans,SanFrancisco,25,22,-240,200,4.5,5.5,44.5,44.0,2010-11
2010-09-26,Tennessee,NYGiants,29,10,135,-155,3.5,3.0,43.0,43.5,2010-11
2010-09-26,Buffalo,NewEngland,30,38,650,-900,11.0,14.5,43.0,42.5,2010-11
2010-09-26,Cleveland,Baltimore,17,24,500,-700,10.0,12.5,38.0,36.5,2010-11
2010-09-26,Pittsburgh,TampaBay,38,13,-145,125,2.5,2.5,34.0,33.0,2010-11
2010-09-26,Cincinnati,Carolina,20,7,-175,155,3.5,3.0,40.0,37.0,2010-11
2010-09-26,Atlanta,NewOrleans,27,24,155,-175,4.5,3.0,50.0,49.0,2010-11
2010-09-26,SanFrancisco,KansasCity,10,31,-140,120,0.0,3.0,36.0,38.0,2010-11
2010-09-26,Detroit,Minnesota,10,24,500,-700,10.0,13.0,42.0,42.5,2010-11
2010-09-26,Dallas,Houston,27,13,115,-135,2.0,2.5,46.5,47.5,2010-11
2010-09-26,Washington,St.Louis,16,30,-240,200,5.0,5.0,38.0,39.0,2010-11
2010-09-26,Philadelphia,Jacksonville,28,3,-140,120,3.0,3.0,44.0,44.5,2010-11
2010-09-26,Indianapolis,Denver,27,13,-250,210,5.5,6.0,48.0,47.0,2010-11
2010-09-26,SanDiego,Seattle,20,27,-200,170,4.5,4.0,45.0,44.0,2010-11
2010-09-26,Oakland,Arizona,23,24,200,-240,4.0,5.5,40.0,39.0,2010-11
2010-09-26,NYJets,Miami,31,23,115,-135,1.5,1.5,35.0,36.0,2010-11
2010-09-27,GreenBay,Chicago,17,20,-155,135,3.5,3.0,45.0,45.5,2010-11
2010-10-03,Denver,Tennessee,26,20,230,-270,7.0,6.5,41.5,43.5,2010-11
2010-10-03,Baltimore,Pittsburgh,17,14,110,-130,1.0,2.0,34.5,34.5,2010-11
2010-10-03,Cincinnati,Cleveland,20,23,-130,110,3.0,2.5,38.0,37.0,2010-11
2010-10-03,Detroit,GreenBay,26,28,675,-950,14.5,14.5,45.5,46.5,2010-11
2010-10-03,Carolina,NewOrleans,14,16,500,-700,13.5,12.5,45.0,43.5,2010-11
2010-10-03,SanFrancisco,Atlanta,14,16,250,-300,7.0,7.0,42.0,42.5,2010-11
2010-10-03,Seattle,St.Louis,3,20,-130,110,1.5,2.0,38.0,40.0,2010-11
2010-10-03,NYJets,Buffalo,38,14,-250,210,4.5,6.0,36.5,37.0,2010-11
2010-10-03,Indianapolis,Jacksonville,28,31,-340,280,7.0,7.0,46.5,45.5,2010-11
2010-10-03,Houston,Oakland,31,24,-190,165,3.5,3.5,44.0,43.5,2010-11
2010-10-03,Arizona,SanDiego,10,41,400,-500,9.0,10.0,46.0,47.5,2010-11
2010-10-03,Washington,Philadelphia,17,12,190,-230,6.5,5.5,43.0,44.5,2010-11
2010-10-03,Chicago,NYGiants,3,17,165,-190,3.0,3.5,42.5,44.0,2010-11
2010-10-04,NewEngland,Miami,41,14,101,-111,1.0,1.0,46.0,48.5,2010-11
2010-10-10,Denver,Baltimore,17,31,310,-380,7.0,8.0,39.0,39.5,2010-11
2010-10-10,Jacksonville,Buffalo,36,26,115,-135,1.0,2.5,40.5,41.5,2010-11
2010-10-10,KansasCity,Indianapolis,9,19,300,-360,9.0,7.5,44.0,46.5,2010-11
2010-10-10,St.Louis,Detroit,6,44,130,-150,3.0,3.0,42.0,44.0,2010-11
2010-10-10,Atlanta,Cleveland,20,10,-160,140,3.0,3.0,41.5,41.5,2010-11
2010-10-10,TampaBay,Cincinnati,24,21,250,-300,7.0,7.0,38.5,38.5,2010-11
2010-10-10,Chicago,Carolina,23,6,130,-150,3.0,3.0,36.0,33.0,2010-11
2010-10-10,GreenBay,Washington,13,16,-145,125,3.0,3.0,43.5,45.5,2010-11
2010-10-10,NYGiants,Houston,34,10,150,-170,3.0,3.0,48.0,48.5,2010-11
2010-10-10,NewOrleans,Arizona,20,30,-320,260,6.5,7.0,46.5,46.0,2010-11
2010-10-10,SanDiego,Oakland,27,35,-320,260,5.5,7.0,44.5,44.0,2010-11
2010-10-10,Tennessee,Dallas,34,27,250,-300,6.5,7.0,42.0,43.5,2010-11
2010-10-10,Philadelphia,SanFrancisco,27,24,155,-175,3.0,3.5,38.0,39.5,2010-11
2010-10-11,Minnesota,NYJets,20,29,175,-210,3.0,4.0,37.0,38.5,2010-11
2010-10-17,SanDiego,St.Louis,17,20,-400,325,7.5,8.5,44.0,45.0,2010-11
2010-10-17,KansasCity,Houston,31,35,175,-210,3.5,4.5,44.0,46.0,2010-11
2010-10-17,Baltimore,NewEngland,20,23,125,-145,3.0,3.0,46.0,44.0,2010-11
2010-10-17,NewOrleans,TampaBay,31,6,-250,210,6.5,5.5,46.0,43.5,2010-11
2010-10-17,Atlanta,Philadelphia,17,31,105,-125,3.0,2.0,41.5,43.0,2010-11
2010-10-17,Detroit,NYGiants,20,28,425,-550,10.5,10.0,44.5,45.5,2010-11
2010-10-17,Seattle,Chicago,23,20,220,-260,6.5,6.0,37.0,37.5,2010-11
2010-10-17,Miami,GreenBay,23,20,140,-160,3.0,3.0,44.0,44.0,2010-11
2010-10-17,Cleveland,Pittsburgh,10,28,650,-900,13.0,14.0,40.0,37.5,2010-11
2010-10-17,NYJets,Denver,24,20,-200,170,3.0,3.5,40.0,43.0,2010-11
2010-10-17,Oakland,SanFrancisco,9,17,290,-350,6.0,7.5,40.5,41.0,2010-11
2010-10-17,Dallas,Minnesota,21,24,110,-130,1.0,1.5,44.0,43.5,2010-11
2010-10-17,Indianapolis,Washington,27,24,-170,150,4.0,3.0,44.5,45.0,2010-11
2010-10-18,Tennessee,Jacksonville,30,3,-155,135,3.0,3.0,44.5,43.5,2010-11
2010-10-24,Pittsburgh,Miami,23,22,-155,135,3.0,3.0,40.0,40.5,2010-11
2010-10-24,Cincinnati,Atlanta,32,39,175,-210,5.0,3.5,42.5,43.0,2010-11
2010-10-24,Jacksonville,KansasCity,20,42,350,-450,9.5,9.0,37.5,39.0,2010-11
2010-10-24,Philadelphia,Tennessee,19,37,120,-140,3.0,3.0,43.0,42.0,2010-11
2010-10-24,Washington,Chicago,17,14,140,-160,3.0,3.0,40.0,40.0,2010-11
2010-10-24,Cleveland,NewOrleans,30,17,465,-630,14.0,12.5,44.0,44.0,2010-11
2010-10-24,Buffalo,Baltimore,34,37,475,-650,13.0,12.5,37.0,40.0,2010-11
2010-10-24,SanFrancisco,Carolina,20,23,-135,115,3.0,2.5,34.5,35.5,2010-11
2010-10-24,St.Louis,TampaBay,17,18,140,-160,1.0,3.0,38.0,39.0,2010-11
2010-10-24,Arizona,Seattle,10,22,240,-280,3.5,6.5,41.0,40.5,2010-11
2010-10-24,NewEngland,SanDiego,23,20,115,-135,3.0,1.5,48.0,49.5,2010-11
2010-10-24,Oakland,Denver,59,14,265,-325,7.0,7.0,42.5,43.0,2010-11
2010-10-24,Minnesota,GreenBay,24,28,115,-135,3.0,2.5,44.0,44.5,2010-11
2010-10-25,NYGiants,Dallas,41,35,160,-180,3.0,3.5,44.5,45.5,2010-11
2010-10-31,Denver,SanFrancisco,16,24,115,-135,0.0,2.5,42.0,41.0,2010-11
2010-10-31,Jacksonville,Dallas,35,17,250,-300,11.0,6.5,45.0,43.5,2010-11
2010-10-31,Washington,Detroit,25,37,120,-140,1.0,2.5,44.5,45.0,2010-11
2010-10-31,GreenBay,NYJets,9,0,250,-300,4.5,6.0,42.0,42.0,2010-11
2010-10-31,Carolina,St.Louis,10,20,110,-130,3.0,2.5,35.0,37.5,2010-11
2010-10-31,Miami,Cincinnati,22,14,-120,100,1.0,1.0,44.0,44.0,2010-11
2010-10-31,Buffalo,KansasCity,10,13,270,-330,9.0,7.0,43.0,45.5,2010-11
2010-10-31,Tennessee,SanDiego,25,33,205,-245,3.5,5.5,43.5,45.0,2010-11
2010-10-31,TampaBay,Arizona,38,35,155,-175,3.5,3.0,40.0,38.0,2010-11
2010-10-31,Seattle,Oakland,3,33,110,-130,1.5,1.5,40.0,40.5,2010-11
2010-10-31,Minnesota,NewEngland,18,28,180,-220,3.5,5.0,44.0,45.0,2010-11
2010-10-31,Pittsburgh,NewOrleans,10,20,-105,-115,0.0,1.0,43.0,45.0,2010-11
2010-11-01,Houston,Indianapolis,17,30,190,-230,5.5,5.0,49.0,50.5,2010-11
2010-11-07,Chicago,Buffalo,22,19,-150,130,1.0,3.0,40.5,41.5,2010-11
2010-11-07,SanDiego,Houston,29,23,-140,120,1.5,3.0,49.5,50.0,2010-11
2010-11-07,NewOrleans,Carolina,34,3,-260,220,6.5,5.5,41.0,40.0,2010-11
2010-11-07,Arizona,Minnesota,24,27,290,-350,9.0,7.0,41.0,42.5,2010-11
2010-11-07,TampaBay,Atlanta,21,27,400,-500,9.0,10.0,45.0,44.5,2010-11
2010-11-07,NYJets,Detroit,23,20,-250,210,3.5,5.5,43.0,42.5,2010-11
2010-11-07,Miami,Baltimore,10,26,180,-220,5.5,5.0,40.0,41.0,2010-11
2010-11-07,NewEngland,Cleveland,14,34,-210,175,5.0,4.0,44.0,43.5,2010-11
2010-11-07,NYGiants,Seattle,41,7,-350,290,5.5,7.0,41.0,40.5,2010-11
2010-11-07,KansasCity,Oakland,20,23,110,-130,2.5,0.0,41.5,41.0,2010-11
2010-11-07,Indianapolis,Philadelphia,24,26,140,-160,2.5,3.0,47.0,46.0,2010-11
2010-11-07,Dallas,GreenBay,7,45,260,-320,9.0,7.5,44.0,46.0,2010-11
2010-11-08,Pittsburgh,Cincinnati,27,21,-230,190,3.5,5.5,41.5,42.0,2010-11
2010-11-11,Baltimore,Atlanta,21,26,113,-125,1.0,1.0,43.0,44.0,2010-11
2010-11-14,Cincinnati,Indianapolis,17,23,265,-325,8.0,7.0,47.5,47.0,2010-11
2010-11-14,Houston,Jacksonville,24,31,-110,-110,1.0,0.0,50.0,48.0,2010-11
2010-11-14,Tennessee,Miami,17,29,105,-125,2.0,1.5,41.5,43.0,2010-11
2010-11-14,Minnesota,Chicago,13,27,-110,-110,1.5,1.0,38.0,40.5,2010-11
2010-11-14,Detroit,Buffalo,12,14,110,-130,3.0,1.5,42.5,45.0,2010-11
2010-11-14,NYJets,Cleveland,26,20,-190,160,3.5,3.5,36.5,37.0,2010-11
2010-11-14,Carolina,TampaBay,16,31,255,-305,7.5,7.0,35.0,37.0,2010-11
2010-11-14,KansasCity,Denver,29,49,-120,100,2.5,1.0,42.0,44.5,2010-11
2010-11-14,St.Louis,SanFrancisco,20,23,195,-235,5.5,5.0,38.0,38.5,2010-11
2010-11-14,Seattle,Arizona,36,18,170,-200,3.0,3.5,41.0,41.0,2010-11
2010-11-14,Dallas,NYGiants,33,20,450,-600,13.5,12.5,44.5,46.0,2010-11
2010-11-14,NewEngland,Pittsburgh,39,26,175,-210,4.0,4.0,45.0,44.5,2010-11
2010-11-15,Philadelphia,Washington,59,28,-175,155,3.0,3.0,41.5,44.0,2010-11
2010-11-18,Chicago,Miami,16,0,115,-135,3.0,2.5,39.5,40.0,2010-11
2010-11-21,Oakland,Pittsburgh,3,35,250,-300,9.0,7.0,41.5,41.0,2010-11
2010-11-21,Houston,NYJets,27,30,240,-280,7.0,6.5,44.5,46.0,2010-11
2010-11-21,Baltimore,Carolina,37,13,-825,610,9.0,13.5,37.0,37.0,2010-11
2010-11-21,Washington,Tennessee,19,16,255,-310,7.0,7.0,43.0,44.5,2010-11
2010-11-21,Detroit,Dallas,19,35,200,-240,9.0,5.5,46.0,47.5,2010-11
2010-11-21,GreenBay,Minnesota,31,3,-155,135,1.0,3.0,43.5,45.0,2010-11
2010-11-21,Buffalo,Cincinnati,49,31,175,-210,5.0,4.0,43.5,41.0,2010-11
2010-11-21,Cleveland,Jacksonville,20,24,115,-135,3.0,2.5,42.0,43.0,2010-11
2010-11-21,Arizona,KansasCity,13,31,290,-350,7.0,7.0,42.0,45.0,2010-11
2010-11-21,Seattle,NewOrleans,19,34,425,-550,12.0,11.0,44.0,45.0,2010-11
2010-11-21,Atlanta,St.Louis,34,17,-190,165,3.0,3.5,43.0,43.5,2010-11
2010-11-21,TampaBay,SanFrancisco,21,0,160,-180,3.5,3.5,40.5,41.5,2010-11
2010-11-21,Indianapolis,NewEngland,28,31,170,-200,3.0,4.5,51.0,50.0,2010-11
2010-11-21,NYGiants,Philadelphia,17,27,160,-180,3.0,3.5,48.0,48.5,2010-11
2010-11-22,Denver,SanDiego,14,35,335,-410,9.5,9.0,47.0,51.0,2010-11
2010-11-25,NewEngland,Detroit,45,24,-270,230,6.5,7.0,51.0,50.5,2010-11
2010-11-25,NewOrleans,Dallas,30,27,-230,190,3.0,4.5,50.5,49.0,2010-11
2010-11-25,Cincinnati,NYJets,10,26,345,-420,8.5,9.5,43.5,43.5,2010-11
2010-11-28,Minnesota,Washington,17,13,-140,120,1.5,2.5,43.0,43.5,2010-11
2010-11-28,Pittsburgh,Buffalo,19,16,-320,260,6.0,6.5,42.0,43.5,2010-11
2010-11-28,Tennessee,Houston,0,20,175,-210,6.0,4.5,46.5,46.5,2010-11
2010-11-28,Jacksonville,NYGiants,20,24,290,-350,9.5,7.5,45.5,42.5,2010-11
2010-11-28,Carolina,Cleveland,23,24,320,-390,9.0,8.0,37.5,37.5,2010-11
2010-11-28,TampaBay,Baltimore,10,17,265,-325,9.5,8.0,42.0,42.0,2010-11
2010-11-28,Philadelphia,Chicago,26,31,-170,150,3.5,3.0,41.5,42.0,2010-11
2010-11-28,GreenBay,Atlanta,17,20,120,-140,0.0,1.5,47.5,46.5,2010-11
2010-11-28,Miami,Oakland,33,17,130,-150,2.5,3.0,38.0,38.0,2010-11
2010-11-28,KansasCity,Seattle,42,24,-125,105,1.0,2.5,43.0,46.5,2010-11
2010-11-28,St.Louis,Denver,36,33,155,-175,5.0,3.0,44.0,47.0,2010-11
2010-11-28,SanDiego,Indianapolis,36,14,120,-140,3.0,1.5,51.5,49.5,2010-11
2010-11-29,SanFrancisco,Arizona,27,6,-140,120,2.5,2.0,38.5,42.0,2010-11
2010-12-02,Houston,Philadelphia,24,34,310,-380,8.0,9.0,49.5,51.5,2010-11
2010-12-05,Buffalo,Minnesota,14,38,190,-230,6.5,5.0,45.0,43.5,2010-11
2010-12-05,Cleveland,Miami,13,10,200,-250,5.5,6.0,43.0,43.5,2010-11
2010-12-05,Jacksonville,Tennessee,17,6,140,-165,3.0,3.0,43.5,43.5,2010-11
2010-12-05,Denver,KansasCity,6,10,330,-430,6.5,8.5,47.0,48.5,2010-11
2010-12-05,Washington,NYGiants,7,31,310,-400,8.0,7.5,45.5,43.0,2010-11
2010-12-05,Chicago,Detroit,24,20,-270,220,3.5,5.5,43.5,43.5,2010-11
2010-12-05,SanFrancisco,GreenBay,16,34,390,-515,9.5,9.0,41.5,41.0,2010-11
2010-12-05,NewOrleans,Cincinnati,34,30,-320,260,6.5,6.5,47.0,45.0,2010-11
2010-12-05,Atlanta,TampaBay,28,24,-170,145,2.5,3.0,45.0,43.0,2010-11
2010-12-05,Oakland,SanDiego,28,13,575,-775,12.5,13.0,46.5,45.0,2010-11
2010-12-05,Carolina,Seattle,14,31,200,-250,6.5,5.0,40.0,40.5,2010-11
2010-12-05,Dallas,Indianapolis,38,35,240,-300,5.0,6.0,48.0,48.0,2010-11
2010-12-05,St.Louis,Arizona,19,6,-175,150,3.0,3.0,42.0,44.0,2010-11
2010-12-05,Pittsburgh,Baltimore,13,10,150,-180,2.5,3.0,39.5,38.5,2010-11
2010-12-06,NYJets,NewEngland,3,45,180,-220,3.0,4.0,47.0,44.5,2010-11
2010-12-09,Indianapolis,Tennessee,30,28,-210,175,2.0,3.5,44.0,44.0,2010-11
2010-12-12,Oakland,Jacksonville,31,38,170,-200,4.5,3.5,43.0,41.5,2010-11
2010-12-12,Cincinnati,Pittsburgh,7,23,365,-475,9.0,8.5,40.5,40.0,2010-11
2010-12-12,NewEngland,Chicago,36,7,-170,145,3.0,3.0,45.0,37.5,2010-11
2010-12-12,Cleveland,Buffalo,6,13,-105,-115,1.5,0.0,43.5,39.0,2010-11
2010-12-12,GreenBay,Detroit,3,7,-370,290,6.5,7.0,44.5,46.0,2010-11
2010-12-12,Atlanta,Carolina,31,10,-400,310,7.0,8.0,42.0,41.5,2010-11
2010-12-12,TampaBay,Washington,17,16,-125,105,1.0,1.0,41.0,41.0,2010-11
2010-12-12,St.Louis,NewOrleans,13,31,390,-515,9.5,9.5,45.5,47.5,2010-11
2010-12-12,Seattle,SanFrancisco,21,40,180,-220,4.0,4.5,41.0,42.0,2010-11
2010-12-12,Miami,NYJets,10,6,210,-260,6.0,5.0,41.0,37.5,2010-11
2010-12-12,Denver,Arizona,13,43,-215,175,6.0,4.0,43.0,44.0,2010-11
2010-12-12,KansasCity,SanDiego,0,31,450,-600,7.0,10.0,47.0,45.5,2010-11
2010-12-12,Philadelphia,Dallas,30,27,-225,185,3.0,4.0,49.5,50.5,2010-11
2010-12-13,Baltimore,Houston,34,28,-160,140,3.0,3.0,45.5,46.5,2010-11
2010-12-13,NYGiants,Minnesota,21,3,-250,210,3.0,5.0,43.0,43.5,2010-11
2010-12-16,SanFrancisco,SanDiego,7,34,430,-550,9.0,10.5,44.0,45.0,2010-11
2010-12-19,KansasCity,St.Louis,27,13,135,-155,1.0,3.0,43.5,42.5,2010-11
2010-12-19,Houston,Tennessee,17,31,110,-130,1.0,2.0,47.5,47.0,2010-11
2010-12-19,Jacksonville,Indianapolis,24,34,200,-240,5.0,4.5,48.5,48.0,2010-11
2010-12-19,Arizona,Carolina,12,19,120,-140,2.5,2.5,37.5,37.5,2010-11
2010-12-19,Cleveland,Cincinnati,17,19,-110,-110,1.0,0.0,40.0,41.0,2010-11
2010-12-19,Buffalo,Miami,17,14,220,-260,6.0,6.0,41.0,40.0,2010-11
2010-12-19,Philadelphia,NYGiants,38,31,135,-155,3.0,3.0,46.0,47.0,2010-11
2010-12-19,Washington,Dallas,30,33,350,-450,6.0,9.0,45.0,44.0,2010-11
2010-12-19,Detroit,TampaBay,23,20,175,-210,5.5,4.0,42.5,43.0,2010-11
2010-12-19,NewOrleans,Baltimore,24,30,115,-135,2.5,2.5,43.5,45.0,2010-11
2010-12-19,Atlanta,Seattle,34,18,-240,200,6.0,5.5,45.5,46.5,2010-11
2010-12-19,NYJets,Pittsburgh,22,17,170,-200,6.0,3.5,36.0,36.0,2010-11
2010-12-19,Denver,Oakland,23,39,290,-350,6.5,7.5,44.0,41.5,2010-11
2010-12-19,GreenBay,NewEngland,27,31,700,-1000,13.0,14.0,43.5,43.5,2010-11
2010-12-20,Chicago,Minnesota,40,14,-260,220,9.0,6.5,33.0,34.5,2010-11
2010-12-23,Carolina,Pittsburgh,3,27,650,-900,13.0,14.5,37.0,38.0,2010-11
2010-12-24,Dallas,Arizona,26,27,-340,280,6.0,7.5,45.0,45.0,2010-11
2010-12-26,Detroit,Miami,34,27,165,-190,3.5,3.5,41.0,41.5,2010-11
2010-12-26,Washington,Jacksonville,20,17,240,-280,6.5,7.0,45.0,45.5,2010-11
2010-12-26,SanFrancisco,St.Louis,17,25,115,-135,1.0,2.5,39.5,40.5,2010-11
2010-12-26,Seattle,TampaBay,15,38,190,-230,6.0,5.5,42.5,43.5,2010-11
2010-12-26,NewEngland,Buffalo,34,3,-360,300,8.0,7.5,45.5,46.0,2010-11
2010-12-26,NYJets,Chicago,34,38,115,-135,1.0,3.0,36.5,36.0,2010-11
2010-12-26,Baltimore,Cleveland,20,10,-200,170,3.0,4.0,39.0,40.0,2010-11
2010-12-26,Tennessee,KansasCity,14,34,170,-200,5.0,4.0,41.5,42.5,2010-11
2010-12-26,Indianapolis,Oakland,31,26,-135,115,3.0,2.5,47.0,46.5,2010-11
2010-12-26,Houston,Denver,23,24,-130,110,3.0,2.0,49.0,49.5,2010-11
2010-12-26,NYGiants,GreenBay,17,45,150,-170,3.0,3.0,43.0,43.0,2010-11
2010-12-26,SanDiego,Cincinnati,20,34,-370,305,7.0,9.0,44.5,44.0,2010-11
2010-12-27,NewOrleans,Atlanta,17,14,110,-130,2.0,2.5,47.5,50.5,2010-11
2010-12-28,Minnesota,Philadelphia,24,14,685,-970,13.5,14.5,38.0,44.5,2010-11
2011-01-02,Oakland,KansasCity,31,10,180,-220,4.0,5.0,43.5,43.5,2010-11
2011-01-02,Miami,NewEngland,7,38,175,-210,2.0,4.5,42.5,44.0,2010-11
2011-01-02,Tennessee,Indianapolis,20,23,400,-500,8.5,9.0,47.0,48.0,2010-11
2011-01-02,Jacksonville,Houston,17,34,185,-225,2.5,5.0,49.5,47.5,2010-11
2011-01-02,Pittsburgh,Cleveland,41,9,-260,220,6.0,6.5,38.0,38.5,2010-11
2011-01-02,Cincinnati,Baltimore,7,13,400,-500,9.5,9.5,43.5,43.0,2010-11
2011-01-02,Minnesota,Detroit,13,20,175,-210,3.0,3.5,42.0,44.0,2010-11
2011-01-02,NYGiants,Washington,17,14,-220,180,3.5,5.0,45.5,45.0,2010-11
2011-01-02,Chicago,GreenBay,3,10,500,-700,10.0,11.5,41.5,43.5,2010-11
2011-01-02,Dallas,Philadelphia,14,13,-135,115,2.5,2.0,42.0,43.5,2010-11
2011-01-02,Buffalo,NYJets,7,38,-110,-110,2.0,1.0,41.0,38.0,2010-11
2011-01-02,Carolina,Atlanta,10,31,750,-1100,14.5,14.5,41.0,41.5,2010-11
2011-01-02,TampaBay,NewOrleans,23,13,250,-300,8.0,7.0,48.0,47.0,2010-11
2011-01-02,St.Louis,Seattle,6,16,-165,145,1.0,3.0,42.0,43.0,2010-11
2011-01-02,Arizona,SanFrancisco,7,38,220,-260,7.0,6.0,38.0,39.0,2010-11
2011-01-02,SanDiego,Denver,33,28,-240,200,3.5,5.5,47.5,47.5,2010-11
2011-01-08,NewOrleans,Seattle,36,41,-500,400,10.5,10.0,45.5,46.0,2010-11
2011-01-08,NYJets,Indianapolis,17,16,110,-130,3.0,2.0,44.5,44.5,2010-11
2011-01-09,Baltimore,KansasCity,30,7,-170,150,2.5,3.0,41.5,41.0,2010-11
2011-01-09,GreenBay,Philadelphia,21,16,105,-125,2.5,1.5,46.0,47.0,2010-11
2011-01-15,Baltimore,Pittsburgh,24,31,160,-180,3.0,3.0,36.5,38.0,2010-11
2011-01-15,GreenBay,Atlanta,48,21,100,-120,2.0,1.0,45.5,44.5,2010-11
2011-01-16,Seattle,Chicago,24,35,350,-450,10.0,10.0,40.0,43.0,2010-11
2011-01-16,NYJets,NewEngland,28,21,320,-400,9.0,9.0,45.5,45.0,2010-11
2011-01-23,GreenBay,Chicago,21,14,-190,165,3.0,3.5,44.0,42.0,2010-11
2011-01-23,NYJets,Pittsburgh,19,24,170,-200,4.0,4.0,38.5,38.0,2010-11
2011-02-06,Pittsburgh,GreenBay,25,31,130,-150,2.0,3.0,45.0,44.5,2010-11
2011-09-08,NewOrleans,GreenBay,34,42,210,-250,4.5,5.0,46.0,48.0,2011-12
2011-09-11,Pittsburgh,Baltimore,7,35,100,-120,2.5,1.0,37.0,37.0,2011-12
2011-09-11,Detroit,TampaBay,27,20,110,-130,3.0,1.5,40.5,43.5,2011-12
2011-09-11,Atlanta,Chicago,12,30,-120,100,0.0,1.0,41.0,40.5,2011-12
2011-09-11,Buffalo,KansasCity,41,7,175,-210,6.5,3.5,42.5,39.0,2011-12
2011-09-11,Indianapolis,Houston,7,34,330,-430,2.0,8.5,47.0,44.0,2011-12
2011-09-11,Philadelphia,St.Louis,31,13,-215,180,4.0,3.5,44.5,44.0,2011-12
2011-09-11,Cincinnati,Cleveland,27,17,280,-350,3.0,7.0,37.5,36.5,2011-12
2011-09-11,Tennessee,Jacksonville,14,16,-125,105,2.5,1.5,40.5,37.5,2011-12
2011-09-11,NYGiants,Washington,14,28,-110,-110,3.0,0.0,39.0,40.5,2011-12
2011-09-11,Carolina,Arizona,21,28,260,-320,3.0,6.5,38.0,37.5,2011-12
2011-09-11,Seattle,SanFrancisco,17,33,210,-260,6.0,6.0,40.5,38.0,2011-12
2011-09-11,Minnesota,SanDiego,17,24,350,-450,9.5,9.0,41.5,44.0,2011-12
2011-09-11,Dallas,NYJets,24,27,260,-320,4.0,6.5,41.0,41.0,2011-12
2011-09-12,NewEngland,Miami,38,24,-350,290,3.5,7.5,45.0,47.0,2011-12
2011-09-12,Oakland,Denver,23,20,155,-175,0.0,3.0,41.0,43.0,2011-12
2011-09-18,Chicago,NewOrleans,13,30,190,-230,7.0,5.0,47.0,46.5,2011-12
2011-09-18,KansasCity,Detroit,3,48,260,-320,8.0,9.0,44.0,45.0,2011-12
2011-09-18,Jacksonville,NYJets,3,32,320,-400,10.0,9.0,37.5,38.5,2011-12
2011-09-18,Oakland,Buffalo,35,38,170,-200,4.0,4.0,41.5,41.0,2011-12
2011-09-18,Arizona,Washington,21,22,180,-220,4.0,4.5,42.5,45.0,2011-12
2011-09-18,Baltimore,Tennessee,13,26,-250,210,4.0,6.0,37.5,39.0,2011-12
2011-09-18,Seattle,Pittsburgh,0,24,650,-900,12.5,14.0,38.5,40.0,2011-12
2011-09-18,GreenBay,Carolina,30,23,-570,435,10.0,11.0,45.5,45.0,2011-12
2011-09-18,TampaBay,Minnesota,24,20,110,-130,3.0,1.0,41.0,41.0,2011-12
2011-09-18,Cleveland,Indianapolis,27,19,-130,110,1.0,1.5,37.0,39.0,2011-12
2011-09-18,Dallas,SanFrancisco,27,24,-165,145,3.0,3.0,41.5,41.0,2011-12
2011-09-18,Houston,Miami,23,13,-160,140,3.0,3.0,46.0,47.5,2011-12
2011-09-18,SanDiego,NewEngland,21,35,240,-280,7.0,6.5,51.5,53.5,2011-12
2011-09-18,Cincinnati,Denver,22,24,160,-180,5.0,3.0,39.5,40.5,2011-12
2011-09-18,Philadelphia,Atlanta,31,35,-145,125,1.0,2.5,49.5,50.0,2011-12
2011-09-19,St.Louis,NYGiants,16,28,270,-330,4.5,7.0,44.0,43.5,2011-12
2011-09-25,SanFrancisco,Cincinnati,13,8,105,-125,1.0,1.0,40.0,38.5,2011-12
2011-09-25,NewEngland,Buffalo,31,34,-330,270,9.0,7.5,51.0,54.5,2011-12
